RAW Data export file (comma separated)


Client:	February,5
Session:	WangMing_Meditation 
Date:	05-02-2019
Time:	10:35:37
Duration:	602	Seconds.
Output rate:	256	Samples/sec.

256 SPS,32 SPS,
FP1, Heart Rate


23.305,70.000
81.693,70.000
169.405,70.000
225.937,70.000
225.070,70.000
193.275,70.000
163.784,70.000
149.247,70.000
143.052,70.000
134.708,70.000
121.488,70.000
107.713,70.000
97.346,70.000
88.835,70.000
77.438,70.000
62.546,70.000
50.013,70.000
44.579,70.000
42.478,70.000
35.958,70.000
23.743,70.000
12.355,70.000
7.138,70.000
5.631,70.000
1.188,70.000
-8.650,70.000
-19.298,70.000
-24.894,70.000
-25.843,70.000
-28.146,70.000
-34.751,70.000
-41.583,70.000
-43.720,70.000
-42.526,70.000
-44.625,70.000
-53.515,70.000
-64.188,70.000
-68.676,70.000
-65.574,70.000
-60.946,70.000
-60.494,70.000
-63.766,70.000
-66.355,70.000
-66.131,70.000
-65.580,70.000
-67.783,70.000
-71.867,70.000
-73.939,70.000
-72.246,70.000
-69.475,70.000
-69.314,70.000
-71.871,70.000
-73.549,70.000
-71.918,70.000
-69.260,70.000
-69.768,70.000
-73.750,70.000
-77.006,70.000
-76.480,70.000
-74.123,70.000
-74.203,70.000
-77.131,70.000
-78.354,70.000
-74.859,70.000
-69.363,70.000
-66.990,70.000
-69.371,70.000
-72.750,70.000
-72.412,70.000
-68.064,70.000
-63.939,70.000
-63.510,70.000
-64.949,70.000
-63.762,70.000
-59.512,70.000
-56.568,70.000
-57.775,70.000
-60.621,70.000
-60.725,70.000
-57.336,70.000
-53.938,70.000
-53.645,70.000
-55.168,70.000
-54.160,70.000
-48.529,70.000
-41.506,70.000
-38.252,70.000
-39.385,70.000
-40.045,70.000
-36.613,70.000
-31.199,70.000
-27.742,70.000
-26.824,70.000
-25.532,70.000
-21.646,70.000
-17.252,70.000
-16.271,70.000
-18.938,70.000
-21.198,70.000
-19.357,70.000
-14.261,70.000
-10.271,70.000
-9.627,70.000
-9.730,70.000
-7.386,70.000
-3.312,70.000
-1.007,70.000
-1.808,70.000
-2.443,70.000
0.661,70.000
5.828,70.000
7.687,70.000
4.549,70.000
1.164,70.000
2.084,70.000
5.836,70.000
7.856,70.000
5.886,70.000
1.725,70.000
-0.486,70.000
1.363,70.000
4.629,70.000
5.592,70.000
4.685,70.000
5.333,70.000
8.677,70.000
11.956,70.000
12.380,70.000
11.311,70.000
12.761,70.000
17.567,70.000
21.855,70.000
21.893,70.000
18.630,70.000
16.764,70.000
18.628,70.000
21.142,70.000
20.265,70.000
15.932,70.000
12.178,70.000
12.498,70.000
15.486,70.000
17.038,70.000
16.186,70.000
16.296,70.000
20.177,70.000
25.961,70.000
29.196,70.000
28.412,70.000
27.024,70.000
28.889,70.000
33.317,70.000
35.818,70.000
33.812,70.000
30.168,70.000
29.314,70.000
31.030,70.000
31.079,70.000
27.631,70.000
23.682,70.000
22.887,70.000
25.056,70.000
26.203,70.000
23.531,70.000
19.529,70.000
19.106,70.000
23.271,70.000
27.538,70.000
27.314,70.000
23.860,70.000
22.743,70.000
26.524,70.000
31.773,70.000
33.979,70.000
33.318,70.000
33.729,70.000
36.566,70.000
37.834,70.000
