RAW Data export file (comma separated)


Client:	February,5
Session:	Wang_Min Story 
Date:	05-02-2019
Time:	10:18:45
Duration:	462	Seconds.
Output rate:	256	Samples/sec.

256 SPS,32 SPS,
FP1, Heart Rate


-1.057,70.000
-10.936,70.000
-19.112,70.000
-21.280,70.000
-20.294,70.000
-20.527,70.000
-21.303,70.000
-19.504,70.000
-15.398,70.000
-12.592,70.000
-12.811,70.000
-13.479,70.000
-11.033,70.000
-5.953,70.000
-2.930,70.000
-4.510,70.000
-7.094,70.000
-5.688,70.000
-0.231,70.000
4.401,70.000
4.044,70.000
0.554,70.000
-0.241,70.000
3.163,70.000
5.627,70.000
3.399,70.000
-0.270,70.000
0.096,70.000
5.301,70.000
10.839,70.000
12.015,70.000
9.497,70.000
8.062,70.000
9.998,70.000
12.866,70.000
13.022,70.000
9.943,70.000
7.418,70.000
9.338,70.000
13.827,70.000
14.264,70.000
8.244,70.000
1.775,70.000
1.271,70.000
5.386,70.000
7.989,70.000
6.191,70.000
3.211,70.000
3.994,70.000
8.667,70.000
12.035,70.000
10.435,70.000
6.537,70.000
5.425,70.000
8.112,70.000
10.751,70.000
9.939,70.000
7.679,70.000
8.740,70.000
13.535,70.000
16.956,70.000
14.987,70.000
10.106,70.000
8.100,70.000
10.263,70.000
11.893,70.000
9.365,70.000
5.075,70.000
4.101,70.000
7.839,70.000
11.958,70.000
11.463,70.000
7.034,70.000
4.349,70.000
6.616,70.000
9.863,70.000
8.275,70.000
2.562,70.000
-1.164,70.000
0.127,70.000
3.382,70.000
4.162,70.000
1.671,70.000
-0.503,70.000
1.268,70.000
5.497,70.000
6.734,70.000
2.630,70.000
-2.499,70.000
-3.129,70.000
0.364,70.000
2.715,70.000
1.107,70.000
-1.377,70.000
-0.092,70.000
4.802,70.000
7.729,70.000
5.011,70.000
0.442,70.000
0.093,70.000
4.271,70.000
7.634,70.000
6.149,70.000
2.258,70.000
1.394,70.000
4.467,70.000
6.929,70.000
5.006,70.000
0.417,70.000
-1.953,70.000
-0.108,70.000
2.622,70.000
1.897,70.000
-2.153,70.000
-4.995,70.000
-3.005,70.000
2.018,70.000
4.480,70.000
1.906,70.000
-1.042,70.000
1.074,70.000
6.222,70.000
7.957,70.000
4.343,70.000
0.128,70.000
0.232,70.000
3.639,70.000
